Date,StoreID,ProductID,ProductName,Category,SubCategory,City,Region,Price,DiscountPct,PromotionFlag,CompetitionPrice,Season,HolidayFlag,HolidayName,AdSpend,UnemploymentRate,Inflation,Temperature,Precipitation,MedianIncome,CompetitorStoresNearby,MonthlySales
2018-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4719,5,0,4429,Spring,0,,18401,4.04,3.45,36,137,42390,16,407
2018-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4561,0,0,4549,Monsoon,0,,5162,8.67,3.3,20,90,38559,11,327
2018-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4722,5,0,4678,Festive,0,,19192,5.49,4.72,35,95,29204,17,360
2018-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4504,0,0,4679,Autumn,0,,19376,5.94,4.65,23,44,36079,16,191
2018-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4649,5,0,4577,Spring,0,,10055,9.21,3.45,37,161,75162,2,256
2018-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4692,0,0,4706,Summer,0,,11035,3.78,4.64,31,90,34817,9,364
2018-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4719,0,1,4666,Spring,0,,15450,7.53,3.65,32,120,34707,7,404
2018-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4446,5,0,4742,Autumn,0,,10325,8.97,3.68,26,171,21565,12,388
2018-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4487,5,0,4634,Monsoon,0,,14805,3.71,5.07,37,37,68475,18,436
2018-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4671,20,0,4344,Winter,0,,15452,8.79,5.05,17,15,54179,6,91
2018-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4497,0,0,4544,Summer,0,,19067,9.98,3.26,17,40,25159,7,130
2018-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4738,0,0,4395,Spring,1,Christmas,7253,9.35,4.35,34,169,70107,17,316
2019-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4620,20,0,4471,Summer,0,,5993,4.61,7.95,26,117,72879,11,276
2019-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4655,0,0,4512,Spring,0,,18054,4.63,6.76,28,0,26786,6,415
2019-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4717,25,0,4675,Summer,0,,8325,6.54,5.61,27,35,37288,13,54
2019-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4709,10,0,4522,Autumn,0,,12736,4.49,3.41,15,91,32049,14,122
2019-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4617,25,0,4412,Winter,0,,6223,6.44,3.74,34,77,61111,13,204
2019-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4692,15,1,4671,Festive,1,IndependenceDay,6359,7.86,3.39,36,99,66643,19,140
2019-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4517,10,1,4727,Spring,0,,7000,5.56,5.09,36,10,73654,1,309
2019-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4557,20,0,4389,Spring,0,,8226,8.63,3.3,32,10,23012,14,94
2019-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4739,0,0,4516,Spring,0,,13107,4.05,5.56,39,5,60494,17,444
2019-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4604,0,0,4525,Summer,0,,12226,6.97,4.93,16,45,72132,11,65
2019-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4608,5,1,4594,Monsoon,0,,6412,3.2,7.41,38,91,37228,10,217
2019-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4449,0,0,4680,Monsoon,0,,19639,8.5,5.35,34,125,52818,3,390
2020-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4674,15,0,4718,Summer,0,,9533,7.03,5.3,27,11,45230,15,355
2020-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4623,0,1,4403,Autumn,0,,10148,6.11,5.74,29,143,62694,10,376
2020-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4708,0,0,4431,Monsoon,0,,12210,7.89,5.95,21,42,25827,4,175
2020-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4664,0,1,4511,Summer,0,,6444,5.42,6.83,15,113,26677,11,103
2020-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4458,0,1,4627,Spring,0,,6662,9.67,3.83,37,50,38908,7,398
2020-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4578,5,0,4742,Spring,0,,13135,6.27,7.1,28,102,49219,6,248
2020-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4629,0,0,4445,Winter,0,,17376,7.53,7.17,33,177,39988,13,226
2020-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4620,10,0,4462,Spring,0,,12774,9.21,3.83,36,185,30196,4,367
2020-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4460,25,0,4619,Spring,0,,11673,3.05,5.27,31,93,41410,13,359
2020-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4499,0,0,4596,Summer,0,,19925,8.89,3.92,28,119,22454,16,273
2020-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4698,5,0,4552,Monsoon,0,,9548,8.49,5.78,26,121,31678,6,402
2020-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4690,0,0,4474,Spring,0,,7408,5.93,3.81,18,117,30157,10,76
2021-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4558,0,1,4648,Festive,0,,6349,7.92,7.4,29,114,50028,18,84
2021-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4453,0,1,4655,Monsoon,0,,15613,3.42,3.37,22,48,49114,6,582
2021-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4693,0,0,4686,Spring,0,,17922,3.54,4.66,15,127,48475,18,379
2021-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4681,0,0,4377,Autumn,0,,16524,4.6,7.24,31,50,78288,9,438
2021-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4551,0,1,4485,Winter,0,,8802,5.66,3.39,17,32,73316,17,468
2021-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4476,0,0,4665,Spring,0,,6892,7.5,3.83,32,198,39184,8,375
2021-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4561,20,1,4394,Winter,0,,6711,8.44,7.22,32,115,55018,5,548
2021-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4528,10,0,4626,Autumn,0,,8488,3.91,7.65,30,46,31430,14,91
2021-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4551,0,0,4641,Winter,0,,9793,8.06,4.07,24,141,36334,2,56
2021-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4516,15,0,4559,Festive,0,,5101,8.8,4.87,39,122,63017,16,432
2021-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4593,5,0,4549,Monsoon,1,,10124,9.8,7.23,33,170,53578,3,739
2021-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4544,20,1,4653,Autumn,0,,19559,9.96,6.05,25,111,73888,19,290
2022-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4714,20,0,4525,Autumn,0,,9425,9.63,3.19,35,36,69412,6,142
2022-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4530,25,1,4352,Winter,0,,7256,6.56,5.79,24,54,30502,11,268
2022-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4600,0,0,4728,Monsoon,0,,16209,4.85,6.07,29,72,76529,16,105
2022-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4445,10,0,4626,Summer,0,,12159,4.98,5.16,26,107,62945,19,58
2022-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4534,0,0,4587,Spring,1,,11296,4.26,4.6,25,55,39907,8,621
2022-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4704,0,0,4493,Spring,0,,18590,4.49,6.39,23,136,61199,1,385
2022-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4733,0,0,4667,Winter,0,,19989,5.65,3.06,35,79,75016,7,89
2022-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4507,0,0,4463,Summer,0,,6580,9.26,3.05,34,99,22627,6,184
2022-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4500,15,0,4345,Winter,0,,6461,5.15,4.33,30,11,36485,3,405
2022-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4575,0,0,4626,Winter,0,,11868,6.3,3.63,19,57,39088,10,224
2022-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4504,0,1,4695,Monsoon,0,,12072,4.23,4.1,36,65,52287,5,544
2022-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4652,5,0,4672,Autumn,0,,7619,3.91,3.53,26,186,36746,19,239
2023-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4625,5,0,4538,Spring,0,,15949,7.4,6.72,35,147,64818,1,220
2023-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4461,5,0,4530,Festive,0,,11706,8.42,4.27,24,31,25576,16,425
2023-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4716,5,0,4646,Spring,0,,6478,3.14,3.63,38,113,39992,12,436
2023-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4692,0,1,4592,Winter,0,,14196,3.93,7.3,32,19,49396,15,69
2023-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4515,20,0,4348,Monsoon,0,,7266,7.47,4.15,20,38,22552,17,405
2023-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4507,0,0,4626,Monsoon,1,Diwali,7526,7.3,7.24,24,165,51957,2,553
2023-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4576,5,1,4357,Autumn,0,,15891,4.39,7.72,35,178,45807,18,229
2023-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4486,25,0,4464,Winter,0,,8037,8.86,4.75,23,76,32838,1,483
2023-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4646,10,0,4488,Summer,0,,18059,5.58,7.66,20,120,30415,2,125
2023-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4724,0,1,4619,Spring,0,,15561,7.28,7.88,15,167,66497,13,94
2023-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4565,20,1,4664,Winter,0,,13031,5.24,5.34,29,89,62836,12,409
2023-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4602,5,0,4640,Winter,0,,17167,9.62,4.96,37,174,29166,11,359
2024-01-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4511,10,0,4636,Festive,0,,8952,6.46,7.27,39,54,77800,4,565
2024-02-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4516,10,0,4608,Monsoon,0,,12053,7.32,7.36,36,143,23718,15,345
2024-03-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4629,15,0,4408,Monsoon,0,,13329,9.46,7.96,16,93,64373,1,483
2024-04-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4511,20,1,4417,Autumn,0,,6190,4.65,6.4,35,172,77440,11,133
2024-05-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4693,5,0,4351,Summer,0,,14020,9.23,3.55,34,14,47278,12,248
2024-06-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4586,0,0,4668,Spring,0,,16692,5.93,4.85,30,48,42695,7,312
2024-07-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4670,5,0,4405,Summer,0,,12921,8.84,4.99,28,17,65522,4,203
2024-08-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4491,0,0,4472,Summer,0,,10502,3.08,4.82,32,63,71324,18,385
2024-09-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4621,10,0,4408,Autumn,0,,5631,7.88,3.3,17,9,28383,16,292
2024-10-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4685,10,1,4441,Festive,0,,7534,3.26,7.97,39,78,22553,15,230
2024-11-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4599,0,0,4345,Autumn,1,IndependenceDay,12143,4.45,3.91,28,196,76454,11,105
2024-12-01,Store_3,P12,Casual_Shoes,Unisex,Footwear,Bangalore,South,4699,0,0,4653,Autumn,0,,12742,4.15,4.07,29,126,44016,9,178
2017-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1076,10,1,1238,Festive,0,,7153,7.58,5.46,19,126,29049,18,429
2017-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1207,5,1,962,Autumn,0,,13968,7.98,7.25,38,120,51204,18,217
2017-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1265,25,1,927,Spring,0,,10693,9.61,3.3,35,171,23294,5,74
2017-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1035,20,1,1075,Autumn,0,,11951,3.28,5.31,25,76,75998,17,99
2017-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1123,5,0,1112,Monsoon,0,,8139,5.43,6.23,24,13,65275,8,439
2017-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1048,5,0,1158,Autumn,1,Diwali,18702,6.95,4.28,21,174,32392,6,576
2017-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1148,0,1,927,Festive,1,,11816,7.96,5.99,33,21,26953,13,826
2017-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1016,10,0,1263,Summer,0,,15029,6.58,6.61,29,57,42458,9,427
2017-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1195,10,0,891,Autumn,0,,19359,9.23,4.61,27,26,65427,17,53
2017-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1041,5,1,938,Winter,0,,7833,4.06,6.06,22,38,59796,9,146
2017-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1158,5,1,1171,Monsoon,0,,17260,9.84,5.16,25,8,26158,3,372
2017-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1160,0,0,1086,Autumn,0,,7642,7.63,4.77,16,17,56123,7,231
2018-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1069,5,0,986,Winter,0,,18292,5.17,3.07,39,12,63200,2,226
2018-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,992,20,1,1022,Festive,0,,18932,7.61,3.74,20,140,41043,9,560
2018-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1009,0,0,951,Spring,0,,19773,9.52,6.54,27,160,34222,6,433
2018-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1156,0,0,914,Monsoon,0,,7381,6.2,6.94,22,73,27734,2,274
2018-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,979,20,0,1127,Summer,1,,16201,9.91,5.45,34,84,62785,9,555
2018-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1142,0,0,1231,Autumn,0,,18525,9.6,4.01,23,60,57982,9,266
2018-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1119,5,1,870,Autumn,0,,8077,9.01,5.01,37,147,32315,5,136
2018-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1181,15,1,1123,Festive,0,,11742,8.67,5.36,26,59,27986,10,686
2018-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1208,10,1,925,Summer,1,Diwali,5362,4.94,3.21,29,108,22661,15,702
2018-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1034,0,0,1205,Winter,0,,14478,6.07,7.49,35,89,37956,18,402
2018-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1219,10,0,1103,Winter,0,,10512,7.58,3.65,28,1,39631,17,328
2018-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1142,15,0,1235,Autumn,0,,16424,3.52,7.2,15,32,49129,3,141
2019-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1218,20,1,890,Festive,0,,19506,3.07,5.76,22,23,40887,10,173
2019-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1216,0,1,926,Festive,0,,11988,9.83,5.37,26,119,55899,19,151
2019-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1184,25,1,1031,Festive,0,,16526,3.65,7.21,22,149,39701,13,258
2019-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1050,20,0,1242,Summer,0,,9814,4.1,5.22,23,4,39640,12,160
2019-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1208,20,1,881,Monsoon,0,,7928,3.47,5.76,19,88,33492,17,196
2019-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1225,10,0,1170,Winter,0,,11234,8.45,3.65,18,171,40721,6,173
2019-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1058,0,0,929,Spring,0,,15872,6.91,5.31,31,113,79378,17,328
2019-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1014,5,0,965,Spring,0,,9335,3.81,5.75,16,39,45408,2,295
2019-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1181,0,1,985,Monsoon,0,,19930,3.55,6.27,38,8,50620,5,531
2019-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1100,20,0,1250,Monsoon,0,,11582,5.15,5.72,21,107,44255,14,437
2019-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1155,0,0,1227,Summer,0,,17616,4.92,7.9,29,2,26900,18,448
2019-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1047,15,0,1219,Autumn,0,,18439,5.22,7.16,38,187,38058,15,276
2020-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1228,10,0,1092,Monsoon,0,,12801,5.38,5.1,31,145,31532,13,63
2020-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1001,0,0,1028,Summer,0,,7113,6.86,5.77,33,120,26335,2,397
2020-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1254,20,0,888,Autumn,0,,16954,7.83,4.72,35,136,30401,2,237
2020-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1253,5,0,1205,Spring,1,,17517,5.17,3.51,34,59,62920,11,466
2020-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1112,0,0,1010,Winter,0,,13047,9.31,4.3,27,6,74596,12,60
2020-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1269,0,1,991,Monsoon,0,,13211,6.8,6.02,36,156,26548,18,559
2020-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,979,5,1,1008,Monsoon,0,,13429,3.32,7.01,30,168,60797,3,572
2020-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1005,5,0,1227,Summer,0,,10638,3.25,7.39,29,29,36743,10,119
2020-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,999,0,1,981,Winter,0,,18541,7.6,6.03,32,140,51140,12,471
2020-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1144,0,0,915,Festive,0,,7032,5.21,5.41,15,12,68761,18,266
2020-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1071,5,0,1025,Festive,0,,17554,4.13,5.29,27,46,23671,11,391
2020-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1114,15,0,1188,Spring,0,,16278,8.57,6.76,36,94,49452,17,447
2021-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1216,15,0,1169,Autumn,1,,6336,8.32,5.34,36,185,48655,6,333
2021-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1100,5,0,896,Monsoon,1,NewYear,10316,4.38,4.03,23,98,69373,5,501
2021-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1233,0,0,971,Festive,0,,13647,9.12,4.51,39,71,31924,19,358
2021-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1193,5,0,878,Monsoon,0,,8775,9.43,7.9,34,178,20515,2,492
2021-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,976,15,0,999,Summer,0,,11142,6.13,4.94,37,121,63575,5,84
2021-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1222,5,0,1265,Summer,0,,14086,4.53,7.16,27,153,79743,17,64
2021-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1116,10,0,1026,Autumn,0,,17646,9.13,6.85,37,31,46981,1,168
2021-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1184,5,0,967,Summer,0,,5356,9.67,6.25,16,105,34260,10,156
2021-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1265,0,1,970,Summer,0,,7570,6.86,5.52,21,97,45454,9,163
2021-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1180,10,0,956,Monsoon,0,,7918,3.91,4.24,18,115,70258,13,61
2021-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1004,10,1,1231,Monsoon,0,,7858,3.12,4.61,31,18,50666,4,148
2021-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1052,0,0,924,Spring,1,NewYear,6320,6.41,7.62,15,167,27130,19,247
2022-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,973,0,1,1171,Autumn,0,,6804,3.78,3.89,16,66,37261,4,499
2022-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1110,0,0,962,Spring,0,,16291,4.72,3.53,38,8,45477,6,86
2022-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1150,0,0,964,Autumn,0,,10477,8.7,3.15,31,63,28369,11,445
2022-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1009,20,0,1164,Monsoon,1,NewYear,8613,3.53,3.99,16,86,60043,6,181
2022-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1232,5,1,1006,Festive,0,,14038,8.13,6.93,28,74,41075,13,751
2022-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1012,10,0,973,Spring,0,,8945,4.7,4.72,38,191,45382,8,86
2022-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1021,15,1,1164,Winter,0,,6225,6.39,3.44,15,94,52897,9,524
2022-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1008,5,1,1129,Summer,0,,7169,4.86,3.39,17,143,23104,12,108
2022-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1221,25,0,1032,Summer,0,,10800,8.1,6.69,28,177,72284,4,319
2022-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1177,0,0,946,Festive,0,,17934,3.01,7.68,23,59,38729,8,336
2022-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1070,10,1,1052,Spring,0,,8035,9.91,3.34,20,193,60587,1,93
2022-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1194,5,1,1126,Summer,0,,10492,8.92,4.55,20,114,45619,16,459
2023-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1222,0,0,1265,Spring,1,NewYear,6137,7.3,4.01,24,93,45335,1,603
2023-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1079,10,0,1190,Autumn,0,,14793,9.09,6.04,26,30,38408,1,217
2023-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1210,20,1,1249,Spring,0,,10017,8.12,5.06,18,157,24355,2,582
2023-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1115,20,0,1053,Festive,0,,10505,7.38,3.98,26,132,61126,15,639
2023-05-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1116,5,0,1213,Summer,0,,16130,6.61,7.68,37,112,25826,13,354
2023-06-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1191,25,0,936,Festive,0,,8749,6.48,4.55,38,109,41386,16,507
2023-07-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1136,0,1,1048,Winter,0,,13789,7.29,5.16,30,135,40107,11,520
2023-08-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1139,0,1,900,Winter,0,,8766,6.97,5.87,22,155,63253,16,194
2023-09-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1172,10,0,870,Winter,0,,11652,5.57,7.82,34,66,33919,3,343
2023-10-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1074,15,0,905,Spring,1,Christmas,13109,7.17,5.35,15,104,64984,7,717
2023-11-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1000,0,0,1225,Festive,0,,15597,7.43,6.89,31,194,44203,10,65
2023-12-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1097,5,0,948,Summer,0,,13444,3.41,5.5,27,156,41207,4,452
2024-01-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1091,0,0,969,Monsoon,0,,5568,4.38,7.99,34,140,24054,6,216
2024-02-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1057,5,0,1048,Autumn,0,,8832,6.45,3.55,19,5,68781,1,213
2024-03-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1180,0,0,913,Winter,1,Christmas,15998,6.94,5.21,34,7,38531,3,690
2024-04-01,Store_3,P13,Formal_Shoes,Men,Footwear,Bangalore,South,1101,25,1,992,Autumn,0,,5731,7.52,4.35,28,13,33365,3,272
